Date,URL,Title,Text
2022-09-11,https://www.express.co.uk/news/world/1667333/ukraine-live-kharkiv-counterattack-izyum-russia-putin-zelensky,Putin in trouble as Russia confirms soldiers retreating from occupied areas,"Ukrainian forces have been working over the past week on new counter-offences and have recaptured land taken by Russia in the early stages of the war. Russia's Defence Ministry has today conceded its own forces have moved back in what it described as an effort to “regroup”. Quoted by Russian news agency TASS, the defence ministry said: “To achieve the stated goals of the Special Military Operation for the liberation of Donbas, it was decided to regroup the Russian troops located in the districts of Balakliia and Izium for the purpose of increasing efforts in the Donetsk direction.”"
2022-09-11,https://www.express.co.uk/news/world/1667710/ukraine-news-kharkiv-counter-russian-border-zelensky-putin-latest,Ukraine breakthrough MAPPED: Zelensky's forces now just miles from border after huge gains,"Volodymyr Zelensky took Putin and the world by surprise when he gave the green light to a major counteroffensive in the Kharkiv region last week. Ukraine's army has made stunning progress and taken more territory in the past five days than Putin's army managed during the entire of April during its Donbas campaign. Western analysts say that Ukrainian troops have penetrated 43 miles into Russia's defensive positions in the northeast. At the same time they have recaptured over 1,100 square miles of territory from the Russian invaders. Putin's army has proved unable to halt the Ukrainian juggernaut and is being pushed further and further back. Latest reports suggest that Ukrainian forces are within just 15 miles of the Russian border. George Barros, an analysts for the Institute for the Study of War, tweeted: ""Ukrainian forces are likely 25 kilometres (15 miles) of the international border with Russia. ""Russian sources reported that Ukrainian forces captured Velyky Burluk in Kharkiv on September 10. ""Russian milblogger Yuriy Kotenyok stated that Ukrainian forces took advantage of the absence of a continuous front line while advancing on Velyky Burluk."" Anarchy and disarray appear to have broken out among Russian front-line troops in the region, as they desperately seek to escape Kyiv's advancing army. Unconfirmed reports suggest some soldiers have turned their guns on their fleeing comrades in a desperate attempt to force them to fight. WarMonitor, a military analyst, tweeted: ""Russian units near Izyum are reportedly having communication issues. ""Some units are complete without communication."" He added: ""There are also unconfirmed reports that Russian soldiers are shooting the ones that want to retreat. ""Some soldiers are found dead before the battles have even started."" A Ukrainian military expert said Ukraine's army was showing ""great ingenuity"" in its tactical manoeuvres. Mykola Sunhurovsky, an analyst with the Razumkov Centre, told the Associated Press: ""The Ukrainian army has taken advantage of the relocation of the bulk of the Russian forces to the south and is trying to direct the course of the war, excelling in manoeuvre and showing great ingenuity.” Ukraine’s quick gains, he added, are “important both for seizing the initiative and raising troops’ spirit”. It comes as the UK's Ministry of Defence said in its latest war update that Ukraine's army continued to make ""significant gains"". The MoD also rejected Putin's claims that only a small amount of grain exported by Ukraine since August had made its way to developing countries. Analysts wrote on Sunday: ""Over the last 24 hours, Ukrainian forces have continued to make significant gains in the Kharkiv region. ""Russia has likely withdrawn units from the area, but fighting continues around the strategically important cities of Kupiansk and Izium."" They continued: ""On 07 September 2022, President Putin said that only 60,000 tonnes of the grain exported from Ukraine since August had been sent to developing countries, and that the majority had been delivered to EU states. ""Putin's claim is not true. According to UN figures, around 30% has been supplied to low and middle-income countries in Africa, the Middle East and Asia. ""Russia is pursuing a deliberate misinformation strategy as it seeks to deflect blame for food insecurity issues, discredit Ukraine and minimise opposition to its invasion."""
2022-09-11,https://www.express.co.uk/news/world/1667600/Vladimir-Putin-Russian-Ukraine-war-invasion-military-Kharkiv-Izyum-Zelensky-latest-vn,'Humiliating' Putin's forces flee as Russian frontline collapses in decisive turning point,"President Volodymyr Zelensky tonight claimed that Ukraine had now retaken more than 2,000 square kilometres from Russia since launching a lightning-fast counter-offensive earlier this month. Russia's own defence ministry confirmed a retreat among its forces, in what is seen as the most significant Ukrainian advance since Russia withdrew from areas around Kyiv in April. President Zelensky, in his nightly address on Saturday, said the Russian military are making the right choice to flee. He said: “The Russian army is showing its best — showing its back. And it’s a good choice for them to run away. There’s no place for the occupiers in Ukraine.” BBC News anchor Lucy Hockings called the retreat and collapse of the Russian frontline a ""humiliating setback"" for Vladimir Putin. The BBC's Hugo Bachega, reporting from Kyiv, called the latest Ukrainian offensive a ""massive gain"". He said: ""More than 30 villages or towns have been liberated in the east, and these are significant towns and villages. ""Russia has admitted that their troops have abandoned the town of Izyum, which operates as a major military hub for Moscow."" Ukrainian MP Oleksiy Goncharenko said that Izyum had been liberated in half a day after ""Russians spent one month to take it in spring"". Izyum had been used by Russian forces as a launch pad for attacks in Donetsk. Mr Bachega continued: ""We have seen footage of people out in the streets in these areas welcoming Ukrainian soldiers with kisses and hugs. ""This could be a decisive turning point in this war. ""We are hearing from pro-Russian Telegram accounts that people in those regions are reporting a desperate situation for Russian troops. ""We have seen reports for weeks of Russians refusing to fight, and complaining they are understaffed and underequipped. ""It seems that many areas occupied by Russians are suffering really, really low morale."" On Saturday, Ukraine's military confirmed it had seized Kupiansk, a vital eastern supply hub for Russian forces. In a tweet, Ukrainian Armed Forces said Kupyansk ""was and will always be Ukrainian"". Russia's defence ministry has scrambled to justify the retreat, claiming that the collapse of the frontline would allow Russia ""to regroup"". The ministry also confirmed the withdrawal of troops from a third key town, Balaklyia. Earlier, the British Ministry of Defence said that ""Russian forces were likely taken by surprise"" by the Ukrainian counter-offensive. The Kyiv Independent's defence reporter Illia Ponomarenko said: ""The Russian front line section between Kupyansk and northern Donbas is collapsing. ""An official tells me he can’t keep up. They have gone further and faster than they imagined."" Earlier today, Ukraine's special forces admitted that its claims about a southern offensive were a ""big disinformation campaign"" to distract Russian from the real offensive in Kharkiv. Taras Berezovets, from the Ukrainian special forces, said: ""The offensive happened where they least expected, and this caused them to panic and flee."""
2022-09-11,https://www.express.co.uk/news/science/1667697/putin-news-russia-dealt-hammer-blow-eu-replace-gas-pipeline-Trans-Saharan-nigeria,Putin dealt hammer blow as EU poised to replace Russian gas with new £11bn pipeline,"European Union leaders are reportedly looking to end delays on the Trans-Saharan pipeline, which flows across the great desert, from Nigeria into Spain and Italy. In late July, Algeria, Nigeria and Niger signed a memorandum of understanding to build a natural gas pipeline across the Sahara desert. First proposed in 2002, the pipeline never got off the ground but was finally revived as Russia’s invasion of Ukraine forced Europe to look for alternative gas suppliers. While officials and experts have warned of financial hurdles offering further delays, the EU is reportedly looking to push the plans through and get the pipeline flowing as soon as possible. While signing the agreement, Algeria's energy minister, Mohamed Arkab said: ""This agreement marks the commitment of the three parties to revive a project of regional and international scope, which will boost the social and economic development of our country."" Speaking to Middle East Eye, Abdelmadjid Attar, a former Algerian energy minister and ex-CEO of the Algerian oil and gas giant Sonatrach noted that currently, the pipeline is just an agreement underpinned by ""strong political will"". Meanwhile, an anonymous Algerian energy ministry official added that ""discussions will carry on between experts from the three countries"". While signing the agreement, the minister did not fix a clear date of completion, but rather spoke of completing the ambitious 4,000km pipeline ""within the shortest possible timescale"". However, Mr Attar noted that if given the pressure, the pipeline completed within three years or less. He said: ""In the 90s we built the gas pipeline that links Algeria and Morocco in less than two years.” The Trans-Saharan gas pipeline is could send up to 30 billion cubic metres a year of supplies to Europe. However, experts warn that major financial issues need to be solved in order to make headway with the pipeline. While Algeria and Nigeria, which hold most of the shares of the company building the pipeline, may have enough funding to complete their respective parts of the pipeline, Niger may not have the resources, with costs in 2009 estimated to surpass £8.6billion. Sources within Algeria have noted that Europe may be potentially interested in financing this pipeline, as EU countries desperately seek to replace Russian gas. An anonymous former executive at Sonatrach told Middle East Eye: ""European countries would like to see the project up and running within a maximum of two years.” The EU is scrambling to end its reliance on Moscow, with tensions soaring to new heights in just the past few weeks. In a fiery speech, Putin warned the EU that if they decided to impose a price cap on Russian gas, the Kremlin would view that as a breach of contract and end flows completely. Speaking at the Eastern Economic Forum, he said: “Will there be any political decisions that contradict the contracts? “Yes, we just won’t fulfil them. We will not supply anything at all if it contradicts our interests. “We will not supply gas, oil, coal, heating oil — we will not supply anything. We would only have one thing left to do: as in the famous Russian fairy tale, we would let the wolf’s tail freeze.”"
2022-09-11,https://www.express.co.uk/news/world/1667818/Russia-Ukraine-Vladimir-Putin-war-invasion-video-retreat-Izyum-footage-latest-updates-vn,Aerial footage captures Russia's humiliating retreat as Putin troops suffer hammer blow,"The moment of Russia's desperate retreat from its frontline in Ukraine has been captured in astonishing footage. Ukrainian troops tracking the Russian withdrawal released video of the moment several Russian tanks and vehicles fled Izyum. It marks the most significant Ukrainian advance since Russia withdrew from areas around Kyiv in April. Izyum had been used by Russian forces as a launch pad for attacks in Donetsk. BILD journalist Julian Ropcke tweeted: ""Pictures for eternity. The defeated Russian army flees southern Kharkiv oblast over the river Oskol. ""This is the army, fleeing #Izyum. I would guess, this is an agreed-upon withdrawal route. ""The latest #RussianArmy map shows, Russian invasion forces withdrew to the river Oskol and abandoned ALL positions West of it."" On Saturday, Ukrainian MP Oleksiy Goncharenko said that Izyum had been liberated in half a day after ""Russians spent one month to take it in spring"". Other videos posted online showed the rushed Russian abandonment of the formerly occupied territory. Clips on social media from recently recaptured towns and villages illustrate the scale of the humiliation, showing military hardware and ammunition left behind by fleeing Russians. Ukrainian politicians also shared morale-boosting videos of the country’s soldiers raising the national flag in various towns and villages. This comes as Russia admitted it has withdrawn from several key occupied settlements, marking a decisive triumph for Ukraine. The Institute for the Study of War said Ukraine has retaken more territory in five days than Russia had taken since April. General Valeriy Zaluzhnyi, the commander-in-chief of Ukrainian forces, said on Sunday that Ukraine had regained control of about 3,000 sq km of land since the beginning of September. The colossal advance means Ukraine's forces have tripled their gains in just 48 hours. Ukraine’s president Volodymyr Zelensky, said the next three months would be critical in determining the outcome of the war. Ukraine’s foreign minister, Dmytro Kuleba, hailing the victories said: “And so I reiterate: the more weapons we receive, the faster we will win, and the faster this war will end."" On Saturday, Ukraine's military also confirmed it had seized Kupiansk, a vital eastern supply hub for Russian forces. Russia's defence ministry has scrambled to justify the retreat, claiming that the collapse of the frontline would allow Russia ""to regroup""."
2022-09-11,https://www.express.co.uk/news/world/1667797/russia-news-mykolaiv-province-dawn-attack-video-kherson-counter-putin-ukraine-war-update,Watch: Ukrainian army launches 'daring' dawn raid to liberate village on Kherson front,"The last few days have seen spectacular gains by Kyiv's army on the Kharkiv front. President Zelensky launched his surprise attack in the country's northeast last week and has reaped the rewards ever since. His forces have brushed aside all Russian resistance and taken over 1,100 square miles of territory within five days. The Kharkiv onslaught has shifted focus from Ukraine's southern counteroffensive, which seeks to recapture the port city of Kherson. The city is located on the Black Sea and Dnipro River and is of vital strategic importance to Kyiv. It was captured by the Russians early on in the war after its defenders fled without putting up a fight. A new video circulating on social media purportedly shows Ukrainian troops in the Mykolaiv province launching a daring dawn raid on the village of Ternovi Pody. Images show an armoured vehicle speeding towards the settlement. A soldier can be heard shouting: ""F***! Go, go go!"" This is followed by an outburst of machine gun fire as the vehicle races towards the village. Rounds can be seen slamming into the foreground, sending up puffs of dirt. Through the clearing of smoke and mist, other military vehicles come into view and Ukrainian infantry can be seen advancing on the village. Another clip shows a machine gunner firing off a number of rounds from his armoured vehicle before picking up a bazooka and using it. The three clips were published by the social media user ""Digger"" on his Twitter account. He wrote: ""@GeoConfirmed at 46.861166, 32.380026 Ternovi Pody, Mykolaiv Oblast, Ukraine. ""Three videos of a daring early morning attack by Ukrainian armed forces to liberate Ternovi Pody village."" Ukrainian military officials reported their forces were conducting positional battles in Kherson Oblast on September 10. Operational Command Spokesperson Nataliya Humenyuk said that Ukrainian forces had advanced tens of kilometres in some unnamed areas of the Kherson region. She also noted that the Ukrainian counteroffensive was pushing Russian forces to retreat to their second lines of defence. She added that Russian forces continued to resist Ukrainian attacks and retained ammunition and supplies on the frontlines. However, the Russian units were suffering heavy losses. It comes as President Zelensky mocked Putin over the performance of his army in Ukraine. He told his TV audience on Saturday night: ""These days, the Russian army is showing its best – showing its back. ""And, in the end, it is a good choice for them to run away. There is and will be no place for the occupiers in Ukraine.”"
2022-09-11,https://www.express.co.uk/news/world/1667783/Russian-soldiers-Ukraine-war-army-military-Putin-Zelensky-NATO-weapons-troops-vn,﻿Russian troops 'putting on civilian clothes and running away' warned British army officer,"The former British army officer explained how Russian militants were ditching their uniforms and putting on civilian clothing, in order to blend in and escape the battlefield. Dr Mike Martin explained how Ukrainians managed to push back against the Russian onslaught in Kupiansk and Izum, and win back their land. The former army officer claimed that Russian troops were ill-equipped and their supplies were running out. The ongoing war in Ukraine has been raging for over six months, and with the help of NATO-aligned countries, Ukraine's armed forces have been able to push back on the illegal invasion. Dr Martin told Times Radio: ""This war has never really been right for Russia, they never had enough troops. ""The troops that they have had have been poorly trained, poor morale because of the corruption in the forces they've been sort of poorly equipped. ""Rather than buying, you know the military grad stuff they bought the cheap stuff and so on and so forth. ""And the Ukrainians have had the opposite, you know they've got great Western equipment more and more coming along all the time, they're fighting to defend their homeland, their morale is sky high. ""The Ukrainians have been pushing in the South in this place called Kherson which is on the way to Crimea for Ukrainians because Crimea is very important for the Russians that's really their centre of gravity. ""The Russians rushed lots of troops into Kherson to defend it and because they don't have enough troops overall they thinned out in the Northeast in this place called Kharkiv and also in the Donbas where they had that offensive a couple of months ago. JUST IN: Meghan and Harry are reunited with William and Kate as they view tributes at Windsor Dr Martin added: ""What the Ukrainians realised was there was this huge opportunity, the Russians were spread very, very thinly and so they took advantage of it, and they just drove a kind of mechanised thrust Eastwards from Kharkiv, which is the second biggest city in Ukraine in the Northeast. ""Right through as you said in your intro they took Kupiansk, once they took Kupiansk because that's a major rail junction, then the Russians had to surrender a place called Izum because they were cut off from supplies, and then it created a kind of domino effect. ""And what you actually find in war, war is really about psychology and once you've shattered your enemy's supply and leadership, and its ability to coordinate the whole thing starts to collapse. ""And dominoes start to falling, everyone panics, troops start running away and that's really what we're seeing amongst the Russian army, large pockets of it you know, putting on civilian clothes and running away or getting annihilated or just pulling out like it's, it's a total rout is the only way we can describe it."" Ukraine has been supported consistently by Western countries since the beginning of the illegal invasion. Weapons such as HIMARS and anti-tank systems have been gifted to Ukraine's army to help them stop Russian advancements on their territory. Britain has also been training up to 10,000 Ukrainian troops every 120 days, in order to keep soldiers up to date with top-of-the-range weapons and military techniques. This week new Prime Minister Liz Truss spoke with the President of Ukraine, Volodymyr Zelensky in order to reaffirm the UK's commitment to continue to support Ukraine. Reports of Ukrainian soldiers pushing back on the Russian advancement have been steadily emerging for over two weeks. Confirming the news in a statement published on social media, Ukraine's foreign ministry spokesman Oleg Nikolenko said: ""Ukrainian troops are advancing in eastern Ukraine, liberating more cities and villages. ""It's crucial to keep sending arms to Ukraine. Defeating Russia on the battlefield means winning peace in Ukraine.”"
2022-09-11,https://www.express.co.uk/news/world/1667770/russia-news-putin-accused-betrayal-army-kharkiv-counter-ukraine-war-latest,Putin faces devastating revolt: Russian nationalists accuse tyrant of 'betraying' army,"The Russian President and his generals have been rocked by Ukraine's blistering counterattack in the Kharkiv region. Ukraine's forces are sweeping all before them as they reconquer vast tracts of territory in the northeast of the country. Putin's army is reported to be in disarray and chaos as they flee from Zelensky's advancing forces. Russian troops are reported to have abandoned Izyum, a key logistical centre for Moscow's army in the east. The capture of the city represents a massive blow for Putin, and seriously impacts the ability of his army to continue its offensive in Ukraine's Donbas region. Russian officials, however, have tried to downplay the gravity of the situation to the pubic at home. The Ministry of Defence framed the retreat of the army from Izyum as a ""regrouping"" of forces to support their war efforts in the Donetsk direction. They also falsely claimed that Russian forces undertook a number of demonstrative actions and used artillery and aviation to ensure the safety of withdrawing troops. The refusal to acknowledge the realities of the conflict has enraged patriotic Russian bloggers, who have accused Putin and his regime of betraying their own soldiers. War Informant, one of the most active and prominent of the bloggers, wrote: ""Colleagues, in fact, the current deathly silence of the Ministry of Defence about the real situation and the reasons for certain decisions is far from the first. ""All this looks like a conscious progressive self-isolation from reality, as though if you keep silent about the situation from the high stands, then the population will not know anything. ""But the population knew everything long before the next briefing began. ""To talk about the next destroyed 'nationalists' and their warehouses, but not to say a word about the realities of what is happening in the Kharkiv direction, means to betray those who fought there and are still fighting."" Volodymyr Zelensky could not resist the temptation to mock Putin in his latest nightly TV address on Saturday. The Ukrainian President hailed the successes of his troops, while belittling the Russian army. He said: ""These days, the Russian army is showing its best – showing its back. ""And, in the end, it is a good choice for them to run away. ""There is and will be no place for the occupiers in Ukraine.” Ukraine’s foreign minister Dmytro Kuleba said that Ukrainian forces had demonstrated they were capable of defeating the Russian army with the Western weapons given to them. He urged Western leaders to continue to supply Kyiv with weapons, so Putin could be defeated once and for all. He said: “And so I reiterate: the more weapons we receive, the faster we will win, and the faster this war will end."" Putin is facing increasing domestic unrest from the Russian public, who appear to have lost confidence in their leader's ability to prosecute the war in Ukraine. In the latest move against the regime, municipal officials from a district in Moscow called on the Russian President to resign. This follows calls by councillors in Saint Petersburg for Putin to be tried for treason."
2022-09-11,https://www.express.co.uk/news/world/1665447/Putin-Russia-Ukraine-invasion-war-Kherson-street-battle-broken-morale-military-vn,Putin’s forces grapple with ‘broken morale’ as Russia faces ‘ruinous street battle’,"Ukrainian forces have launched an ambitious bid to reclaim the southern city of Kherson, which has been occupied by Russian troops since the early days of the Kremlin’s invasion. President Zelensky’s troops began the operation with a series of strategic strikes on transport routes into the region, plotting to “cut off” Russian troops from vital supplies of equipment, food, and medicine. The initial stages of the counter-offensive mission planned to weaken Moscow’s forces by “breaking their morale” and reducing their ability and will to fight back. As Ukraine escalates its strategy to close in on the city, Dr Patrick Bury spoke to Express.co.uk to explain why both sides would be keen to avoid a “ruinous street battle” in Kherson. Dr Bury, a senior lecturer in security at the University of Bath, explained how Ukraine had used advanced, long-range weapons to isolate Russian troops. He said: “In Kherson, it’s been very interesting because the Ukrainians have used HIMARS very smartly. “We’ve seen them take out logistics nodes especially, ammo dumps as well which has reduced the rate of fire from the Russian artillery. “What they have been trying to do is cut off and make it very difficult for the Russian forces in Kherson to sustain themselves and break their morale.” Dr Bury continued on to explain why both sides would be keen to avoid the open conflict of a “street battle,” having already suffered huge losses in the war so far. “They don’t really want to get into a street battle - they can’t. “If they get into a street battle in Kherson it will be bloody, but also completely ruinous and destructive if the Russians decide to stay and fight in the way that the Ukrainians did. “It’s one thing to defend, but when you move onto the attack you need combined arms, which is using artillery, air forces, ground forces. To do that effectively you need at least a 3:1 and sometimes a 5:1 force ratio, for it to be successful generally. “The problem is easier to defend and harder to attack.” The Ministry of Defence reported that Ukrainian armed forces had begun renewed offensive operations in the south towards the end of August. Intelligence information suggests Russian forces have been struggling to track Ukraine's advance due to a lack of advanced military equipment. The Ministry of Defence reported: “It is likely Russia is struggling to maintain stocks of uncrewed aerial vehicles, exacerbated by component shortages resulting from international sanctions. “The limited availability of reconnaissance UAVs is likely degrading commanders’ tactical situations awareness and increasingly hampering Russian operations.” Intelligence updates have suggested Ukraine’s bid to “break the morale” of occupying forces may have been a success. The Ministry of Defence said: “Russian forces continue to suffer from morale and discipline issues in Ukraine.” Ongoing frustrations surrounding issues with pay and the longevity of the conflict have been exacerbated by insufficient supplies of arms, rations, and uniforms given Ukraine’s targeting of Russian resupply routes. Sources from within the Kherson have reported an atmosphere of panic steadily unfolding as Russians who had moved into the city as well as Ukrainian civilians attempt to flee the area amid increased shelling."
2022-09-11,https://www.express.co.uk/news/world/1667722/Europe-nuclear-power-plant-shut-down-Zaporizhzhia-Ukraine-Energoatom-statement-latest,Europe's biggest nuclear power plant goes into total shutdown after mass evacuation,"Officials at Energoatom said they had disconnected the last power unit at the Zaporizhzhia nuclear power plant from the energy grid in the early hours of Sunday morning. The nuclear power station reportedly has been repeatedly shelled by Russian forces. The state agency wrote on its Telegram channel:""A decision was made to shut down power unit Number 6 and transfer it to the safest state – cold shutdown."" Energoatom reiterated calls for a demilitarised zone to be established around the plant. The agency said: ""In order to prevent an emergency situation at the station, it is necessary to stop the Russian shelling of the ZANP's communication lines with the power system and create a demilitarised zone around it. ""After that, the communication lines will be able to be repaired, to ensure the inclusion and further safe operation of the ZANP."" The atomic facility is one of the ten biggest nuclear power stations in the world. The plant was captured by Russian troops on March 4, in the early days of the war which began on February 24. Kyiv has accused Moscow of placing military equipment and ammunition at the plant, as well as shelling the surrounding area. Earlier in the month, officials from the International Atomic Energy Agency (IAEA) were able to gain access to the nuclear power station. In a subsequent report, they said the Russians had placed military equipment in the engine rooms of the power units at the plant. IAEA Director General Rafael Grossi called for the creation of a nuclear safety and protection zone around the station on Friday. His call came after Kyiv on Wednesday had urged residents of Russian-occupied areas around the plant to evacuate for their own safety. It comes as the IEAEs top decision-making body called on Putin to cease all actions at Ukraine's nuclear facilities. The Board of Governors has drawn up a draft statement in which they roundly condemn Russian actions at nuclear plants in Ukraine. The statement said: ""The board deplores the Russian Federation's persistent violent actions against nuclear facilities in Ukraine, including the ongoing presence of Russian forces and Rosatom personnel at the Zaporizhzhia nuclear power plant."" The text calls on Russia to ""immediately cease all actions against, and at, the Zaporizhzhia Nuclear Power Plant and any other nuclear facility in Ukraine, in order for the competent authorities to regain full control over all nuclear facilities within Ukraine's internationally recognised borders."" The board members come from 35 different countries, but does not include Ukraine. The draft statement was put together with the help of diplomats from Poland and Canada, according to Reuters. Ukraine's army continued to make gains in its Kharkiv counteroffensive on Saturday. Analysts say Ukraine has retaken over 1,100 square miles of territory since it launched its attack last week. Latest reports suggest that Ukrainian forces are within just 15 miles of the Russian border. George Barros, an analyst at the Institute for the Study of War, tweeted: ""Ukrainian forces are likely 25 kilometres (15 miles) of the international border with Russia. ""Russian sources reported that Ukrainian forces captured Velyky Burluk in Kharkiv on September 10. ""Russian milblogger Yuriy Kotenyok stated that Ukrainian forces took advantage of the absence of a continuous front line while advancing on Velyky Burluk."""
