Date,URL,Title,Text,Novelty,Transience,Resonance,Topic
2022-11-06,https://www.cbsnews.com/news/ukraine-war-russia-brutality-donetsk/,"Ukraine warns of Russian ""brutality"" in contested eastern region","Kyiv, Ukraine — Russian forces are stepping up their strikes in a fiercely contested region of eastern Ukraine, worsening the already tough conditions for residents and the defending army following Moscow's illegal annexation and declaration of martial law in Donetsk province, Ukrainian authorities said. The attacks have almost completely destroyed the power plants that serve the city of Bakhmut and the nearby town of Soledar, Pavlo Kyrylenko, the region's Ukrainian governor, said. Shelling killed one civilians and wounded three, he reported late Saturday. ""The destruction is daily, if not hourly,"" Kyrylenko said in a state television interview. Moscow-backed separatists controlled part of Donetsk for nearly eight years before Russia invaded Ukraine in late February. Protecting the separatists' self-proclaimed republic there was one of Russian President Vladimir Putin's justifications for the invasion, and his troops have spent months trying to capture the entire province. While Russia's ""greatest brutality"" was focused in the Donetsk region, ""constant fighting"" continued elsewhere along the front line that stretches more than 1,000 kilometers (620 miles), Ukrainian President Volodymyr Zelenskyy said in his nightly video address. Between Saturday and Sunday, Russia's launched four missiles and 19 airstrikes impacting more than 35 villages in seven regions, from Chernihiv and Kharkiv in the northeast to Kherson and Mykolaiv in the south, according to the president's office. Russia has focused on striking energy infrastructure over the last month, causing power shortages and rolling outages across the country. The capital, Kyiv, was scheduled to have hourly blackouts rotating Sunday in various parts of the city of some 3 million and the surrounding region. Rolling blackouts also were planned in the Chernihiv, Cherkasy, Zhytomyr, Sumy, Kharkiv and Poltava regions, Ukraine's state-owned energy operator, Ukrenergo, said in a Telegram post. More positive news was the re-connection of the Zaporizhzhia Nuclear Power Plant to Ukraine's power grid, local media reported Sunday. Europe's largest nuclear plant needs electricity to maintain vital cooling system, but it had been running on emergency diesel generators since Russian shelling severed its outside connections. In the Donetsk city of Bakhmut, some 15,000 remaining residents were living under daily shelling and without water or power, according to local media. The city has been under attack for months, but the bombardment picked up after Russian forces experienced setbacks during Ukrainian counteroffensives in the Kharkiv and Kherson regions. In Kharkiv, officials are working to identify bodies found in mass graves after the Russians withdrew, Dmytro Chubenko, a spokesperson for the regional prosecutor's office, said in an interview with local media. DNA samples have been collected from 450 bodies discovered in a mass grave in the city of Izium, but the samples need to be matched with relatives and so far only 80 people have participated, he said.",0.0,0.0,0.0,5
2022-11-05,https://www.cbsnews.com/news/power-blackouts-announced-across-ukraine-amid-russian-shelling/,Power blackouts announced across Ukraine amid Russian shelling,"KYIV, Ukraine — Ukraine's state electricity operator on Saturday announced regular scheduled blackouts in Kyiv and seven other regions of the country in the aftermath of Russia's devastating strikes on energy infrastructure. The move comes as Russian forces continue to pound Ukrainian cities and villages with missiles and drones, inflicting damage on power plants, water supplies and other civilian targets, in a grinding war that is nearing its nine-month mark. Russia has denied that the drones it has used in Ukraine came from Iran, but the Islamic Republic's foreign minister on Saturday for the first time acknowledged supplying Moscow with ""a limited number"" of drones before the invasion. Hossein Amirabdollahian claimed, however, that Tehran didn't know if its drones were used against Ukraine and stated Iran's commitment to stopping the conflict. Ukrenergo, the sole operator of Ukraine's high-voltage transmission lines, said in an online statement Saturday that scheduled blackouts will take place in the capital and the greater Kyiv region, as well as several regions around it — Chernihiv, Cherkasy, Zhytomyr, Sumy, Poltava and Kharkiv. The outages for ""certain groups of consumers"" will occur daily ""in accordance with a specific schedule drawn up by operators of distribution networks for each region,"" the statement said. The outages are expected to last for six and more hours each day. Ukraine has been grappling with power outages and disruption of water supplies since Russia started unleashing massive barrages of missile and drone strikes on the country's energy infrastructure last month. Moscow has said those came in response to what it alleged were Ukrainian attacks on Crimea, the region that Russia illegally annexed in 2014. Ukraine has denied those allegations. Meanwhile, Russian shelling of Ukrainian regions continued into the early hours of Saturday. About 40 shells were fired overnight at the city of Nikopol, Dnipropetrovsk Gov. Valentyn Reznichenko said on Telegram. The Russian forces targeted the city and the areas around it from heavy artillery. Two fires broke out, and more than a dozen of residential and utility buildings, as well as a gas pipeline, were damaged, the official said. Elsewhere in the region, the Ukrainian forces shot down a drone and another projectile, according to Reznichenko. In the southern Mykolaiv region, the overnight shelling of rural areas damaged several houses, but didn't cause any casualties, Mykolaiv Gov. Vitali Kim said on Telegram. The Russian forces also fired missiles at the southeastern Zaporizhzhia region, which has been illegally annexed by Moscow and large parts of which remain occupied. According to regional Gov. Oleksandr Starukh, the attack took place shortly after midnight and damaged buildings of three businesses, as well as a number of cars. In the eastern Donetsk region, also annexed and partially occupied by Russia, eight cities and villages have been shelled, including Bakhmut, Avdiivka and Porkovsk. According to Ukraine's presidential office, at least three civilians were killed and eight others were wounded over the past 24 hours by Russian shelling of nine Ukrainian regions, where drones, missiles and heavy artillery were used. In the Russian-occupied Kherson region, where a Ukrainian counteroffensive is underway, the Russian military continue to abduct local residents, the presidential office said, with the most recent cases taking place over the past 24 hours.",0.0,0.0,0.0,5
2022-11-05,https://www.cbsnews.com/news/russia-cafe-blaze-kills-at-least-13-people-injures-5/,"Russia cafe blaze kills at least 13 people, injures 5","MOSCOW — A fire in a cafe in the Russian city of Kostroma killed at least 13 people and injured five others on Saturday, local authorities said. The governor of the Kostroma region, Sergei Sitnikov, said 13 people died in the fire and five more were slightly injured. Russian news agency Interfax cited local emergency officials as saying that the death toll stood at 15. The contradicting numbers couldn't be immediately reconciled. The blaze erupted in the early hours after someone apparently used a flare gun, according to the authorities. The Russian state news agency RIA Novosti reported that a brawl erupted in the cafe shortly before the fire, but it wasn't immediately clear if it had anything to do with the use of a flare gun. Rescuers were able to evacuate 250 people. The roof of the cafe collapsed during the fire, which engulfed an area of 3,500 square meters (more than 37,000 square feet). Firefighters spent five hours battling the blaze, and a dozen residents of a nearby residential buildings were evacuated as a precaution. A criminal investigation has been launched, and the police have arrested a suspect. Ikhtiyar Mirzoyev, a member of the regional legislature and owner of the cafe, promised assistance to those affected by the fire. Kostroma, a riverside city of 270,000, is located roughly 340 kilometers (210 miles) north of Moscow. It wasn't the first time that pyrotechnics caused a deadly fire at a recreational venue in Russia. In 2009, more than 150 people were killed in a blaze at the Lame Horse nightclub in the city of Perm that erupted after someone set off fireworks.",0.0,0.0,0.0,9
2022-11-04,https://www.cbsnews.com/minnesota/news/ukraine-village-band-works-to-keep-spirits-bright-in-minnesota/,Ukraine Village Band works to keep spirits bright in Minnesota,"MINNEAPOLIS -- With Russia's war in Ukraine raging on, musicians in the Twin Cities are working to do their part. The Ukrainian Village Band is a local group that has been performing at weddings, breweries and festivals for more than a decade. The group also has two professionally recorded albums of traditional Ukrainian music and takes pride in sharing Ukrainian culture across the Midwest. Now the band is using its upcoming 15th anniversary to put on a stellar show to support Ukrainian soldiers and families. ""When the war first started we just were shell-shocked. We had some shows we were supposed to play but we said no, we're not going to. It's just too tough,"" Lev Frayman said. After that silence came invites to play at fundraisers across the metro. As the war continues abroad, it still hits home with the band members. ""It's been a very difficult eight months for the community, for everyone who has family, friends,"" Frayman said. The band is now raising money for Ukrainian soldiers getting prosthetics here in Minnesota. They say it feels good to feel good, to provide a window into Ukrainian culture, and to help everyone find strength and joy through music. ""Some of our songs go for 30 minutes. As we're playing them people keep dancing, so we can't stop. We just keep going,"" Frayman said. The band will be playing at the Cedar Cultural Center in Minneapolis on Friday. Tickets are $15 in advance and $20 at the door. Doors open at 7 p.m. and the show starts at 8 p.m.",0.0,0.0,0.0,0
2022-11-03,https://www.cbsnews.com/news/microsoft-extends-aid-for-ukraines-wartime-technology-innovation/,microsoft,"LISBON, Portugal — Ukraine is counting on more Western technological support as its war against Russia drags on, with Microsoft pledging Thursday to extend its backing for Kyiv's ""extraordinary"" wartime innovation through the end of next year. Microsoft's financial commitment of more than $400 million enables the Ukraine government and other organizations to continue using the Microsoft cloud and its public data centers across Europe, the company's president, Brad Smith, announced at the annual Web Summit tech conference in Lisbon, Portugal. Cloud technology offers resilience and security for Ukraine operations, Smith said, after Russia targeted Ukrainian data centers with air strikes when it invaded more than eight months ago. The invasion triggered ""extraordinary innovation"" by the Ukrainian military, Smith said. Ukraine and Russia are fighting ""a new type of war,"" with cyberweapons and other types of digital technology playing a pivotal role, he said. Artificial intelligence deployed by Kyiv, for example, is detecting and thwarting Russian cyberattacks ""in the blink of an eye,"" according to Smith. Microsoft is also working with the U.S. Army on AI and image recognition. Ukraine and Russia are engaged in ""a technology war,"" according to Mykhailo Fedorov, Ukraine's Vice Prime Minister and Minister of Digital Transformation. Fedorov, appearing with Smith at a news conference, pointed to the Delta real-time battle management system developed by Ukraine. The situational awareness platform integrates information about the enemy from various sensors and sources, including AI and drones, on a digital map.",0.0,0.0,0.0,7
2022-11-03,https://www.cbsnews.com/gooddaysacramento/news/brittney-griner-russia-prison-us-embassy-officials/,"U.S. Embassy officials meet with Brittney Griner, WNBA star imprisoned in Russia","U.S. Embassy officials in Moscow on Thursday met with WNBA star Brittney Griner, who has been held behind bars in Russia since February, the Biden administration said. Griner was sentenced to nine years in prison for drug possession in August, and her appeal was recently rejected by a Russian court. ""We are told she's doing as well as can be expected under the circumstances,"" White House press secretary Karine Jean-Pierre told reporters aboard Air Force One. State Department spokesman Ned Price also confirmed the meeting, tweeting that U.S. officials ""saw firsthand her tenacity and perseverance despite her present circumstances."" Jean-Pierre said the U.S. continues to press Russia to release Griner and U.S. Marine Corps veteran Paul Whelan, who was sentenced to 16 years in a Russian prison on espionage charges that his family have called a setup. Secretary of State Antony Blinken said in July that the U.S. had made a ""substantial proposal"" for the release of Griner and Whelan. ""I can also tell you that in the subsequent weeks, despite a lack of good faith negotiation by the Russians, the U.S. government has continued to follow up on that offer and propose alternative potential ways forward with Russians through all available channels,"" Jean-Pierre said. ""This continues to be a top priority."" Griner, a two-time U.S. Olympic champion and eight-time WNBA all-star, was arrested in February after arriving in Russia with vape cartridges that contained cannabis oil. At trial in August, Griner said she ""never meant to hurt anybody, to put in jeopardy the Russian population or violate any Russian laws."" Her arrest and conviction came amid heightened tensions between the U.S. and the Kremlin over Russia's invasion of Ukraine.",0.0,0.0,0.0,1
2022-11-03,https://www.cbsnews.com/minnesota/news/russia-us-ukraine-biological-weapons-lab-claims-un-security-council-vote/,U.N. Security Council rejects Russia's call to probe debunked U.S.-Ukraine biological weapons claims,"United Nations — The U.N.'s 15-nation Security Council voted down on Wednesday a proposal by Russia to create a commission to investigate Moscow's unsubstantiated claims of a joint U.S.-Ukrainian ""military biological"" program. Russia has leveled allegations since March that programs in Ukraine sponsored by the U.S. Defense Department were in violation of the Biological Weapons Convention, an international law regulating weaponized toxins. Moscow has offered no verifiable proof of such work, and the U.S. Defense Department, the White House and Ukraine have consistently refuted the allegations. The U.N.'s disarmament chief, Izumi Nakamitsu, said in March that while the global body did not have the capacity to investigate, the U.N. was not aware of any biological weapons program in Ukraine. As the Security Council voted Wednesday on the resolution brought by Russia, U.S. Ambassador Linda Thomas-Greenfield said Washington and Ukraine had been ""through Russia's allegations in Geneva, point by point, and debunked every single one."" She said Russia's claims were ""based on disinformation, dishonesty, bad faith, and a total lack of respect for this body."" ""The United States does not have a biological weapons program. There are no Ukrainian biological weapons laboratories supported by the United States,"" insisted Thomas-Greenfield. During a series of U.N. meetings prompted by the Russian allegations, the U.S. has described the non-military biological labs it has supported in Ukraine since the 1990's, including one called the ""Biological Threat Reduction Program"" that was created to disassemble the former Soviet Union's programs, to ""reduce legacy threats from nuclear, chemical, and biological weapons left in the Soviet Union's successor states."" In May, CBS News correspondent Chris Livesay visited the Ukrainian facility at the heart of Russia's disinformation campaign, the Virology Reference Laboratory in Kyiv, and spoke with the chief researcher and scientists whose work there had been dedicated for years to containing dangerous pathogens. The facility has always been regularly inspected by international agencies, including the World Health Organization. Their work changed abruptly, however, when Russian forces invaded Ukraine on February 24 and the shelling began. ""They bombed a building right nearby,"" Dr. Natalia Vidayko, the lab's top scientist, told Livesay. From that day, the Ukrainian government ordered the lab, and others in the country, to destroy all particularly dangerous biological strains they had in storage, Vidayko said. ""They're completely destroyed,"" she repeated to Livesay, who found minimal security — amounting to one tired old guard dog — when he visited the lab in Kyiv. Despite the clear flaws with Russia's claims, Moscow brought its draft resolution to the U.N. Security Council this week — embedded within a 310-page document of claims and complaints — calling for a ""commission consisting of all members of the Security Council to investigate"" the allegations. Only Russia and China voted in favor of the measure, with the other three veto-wielding permanent members of the Council, the U.S., U.K. and France, voting against it. The 10 elected members of the Council abstained, so the measure was defeated. Analysts, Western diplomats and the Pentagon have suggested that Russia's disinformation about the biological labs is really a ""false flag,"" aimed at creating a pretext to blame Ukraine and the U.S. for a possible biological or chemical attack that Russia's own forces could carry out in Ukraine. President Biden warned in March that Russia would pay a ""severe price"" if it did use biological or chemical weapons in Ukraine. Russia's deputy Ambassador to the U.N., Dmitry Polyansky, said his country would take the issue to a U.N. meeting on the biological weapons convention in Geneva, which takes place between November 28 and December 16, claiming the U.S. and Ukraine had ""placed themselves above the law."" After Wednesday's vote, U.K. Ambassador Barbara Woodward said Russia's claims that Ukraine's Western allies had failed to consider Moscow's evidence were ""completely false."" ""Russia's allegations have no credible basis in fact,"" she said. French Ambassador Nicolas de Riviere told diplomats at the Council meeting that Russia ""must stop this irresponsible disinformation campaign,"" dismissing Moscow's ""so-called evidence"" and insisting that it ""deserves no further consideration.""",0.0,0.0,0.0,3
2022-11-02,https://www.cbsnews.com/atlanta/news/ukraine-war-russia-nuclear-weapons-us-intelligence/,U.S. officials say Russian commanders discussed possible nuclear weapons use in Ukraine,"Two U.S. officials confirmed to CBS News on Wednesday that senior Russian military officials discussed in mid-October how and when they might use nuclear weapons on the battlefield in Ukraine. The intelligence concerned U.S. officials because the relevant discussions came not long after Russian President Vladimir Putin, seeing Ukrainian forces claw territory back from his troops, hinted that he could resort to nuclear weapons. Putin warned in late September that he would ""certainly use all the means at our disposal"" to defend Russian territory. Asked about the U.S. intelligence on Wednesday, Kremlin spokesman Dmitry Peskov dismissed it as ""purposeful pumping"" of nuclear weapons rhetoric. ""We have not the slightest intention to take part in this pumping, and consider it very, very irresponsible,"" Peskov told reporters in Moscow. The discussions among Russian officials, first reported by the New York Times, were not detailed by the U.S. officials who confirmed the intelligence to CBS News. In a statement shared with CBS News, National Security Council spokesman John Kirby said he couldn't provide ""any comment on the particulars of this reporting,"" but said the U.S. had been ""clear from the outset that Russia's comments about the potential use of nuclear weapons are deeply concerning, and we take them seriously."" The talk within the Russian military came as Moscow claimed, without offering any evidence, that Ukraine was preparing to use a radioactive ""dirty bomb."" Ukraine and its Western partners dismissed the claim as a bid by Russia to create a pretext to blame Ukraine for its own possible use of such a device. A dirty bomb is a device that uses conventional explosives to disperse radioactive material. They are not generally weapons stocked by national military forces, but more often associated with terrorism. Their use is, however, hypothetical: A dirty bomb has never been detonated in an attack, but they have been tested. Their size and lethality depends entirely on the potency and quantity of the radioactive and explosives materials used. Since the intelligence about the unidentified Russians' conversations first came to light, concern within the U.S. government has eased, principally, one American official told CBS News, because the Russians' own rhetoric has been dialed back. Putin was not said to have been part of the conversations, and Kirby and the U.S. officials who spoke to CBS News on the condition of anonymity said there were no indications that Russia was then or is now making preparations to use a nuclear weapon. Fears that Putin — who makes all final decisions about Russian military deployments and operations — could order the use of any kind of nuclear weapon in Ukraine increased last month as his invading forces were dealt a series of defeats, retreating from a number of villages and towns in regions of eastern Ukraine that Putin has declared Russian territory. His unilateral annexation of four eastern Ukrainian regions at the end of September has been dismissed by the United Nations and most of the global community as an illegal landgrab. In addition to his battlefield losses, there were also indications last month of discontent within Russia. As Ukraine's troops advanced and a hastily-called military mobilization sent hundreds of young Russian men running for Russia's borders to avoid serving in Ukraine, and hundreds more who were drafted sent to the front lines with inadequate training and equipment, senior Russian officials started voicing rare public concern over the trajectory of Putin's war.",2.247343124116942,2.961565611192654,-0.7142224870757121,2
2022-11-01,https://www.cbsnews.com/baltimore/news/judge-grants-continuance-in-case-against-army-physician-maryland-doctor-indicted-of-providing-russia-with-medical-information/,"Judge grants continuance in case against Army physician, Maryland doctor indicted of providing Russia with medical information","BALTIMORE -- A federal judge has granted a continuance in the case against an Army physician and her anesthesiologist wife who have been indicted for conspiring to give Russia medical information to help its invasion of Ukraine. Maj. Jamie Lee Henry, a doctor at Fort Bragg in North Carolina, and her wife Anna Gabrielian, an anesthesiologist at Johns Hopkins Hospital, are at least eight weeks away from their potential trial. Court documents show discovery evidence provided to the defense include ""multiple hours of video recordings."" Plea negotiations will continue. Maj. Jamie Lee Henry and her wife Anna Gabrielian told an undercover FBI agent in August they'd provide medical information to the Russian government, according to the indictment. The Justice Department indictment refers to Henry as male, but in 2015, BuzzFeed News reported that Henry became the nation's first known active duty transgender active- duty U.S. Army officer, after the Army granted her request to change her name and gender. Henry and Gabrielian met with an individual they believed was associated with the Russian government but who was really an undercover agent, the indictment said. The couple allegedly told the agent they could pass on medical records to Russia of U.S. military, military family members and other individuals. Later, in a meeting at a hotel, Gabrielian allegedly provided the agent with medical information of two people: the spouse of an employee at the Office of Naval Intelligence and a veteran of the U.S. Air Force. Gabrielian pointed out a medical issue in the first record that Russia could exploit, the Justice Department said. Henry provided the information of at least five individuals who were patients at Fort Bragg and were either military veterans or related to military veterans, the indictment said. Henry and Gabrielian both allegedly told the agent they were committed to helping Russia. The indictment said Gabrielian had reached out to the Russian embassy offering help, and Henry had allegedly even tried to join the Russian military after the invasion started but was told Russia only wanted individuals who had combat experience, which Henry lacks. Henry was more hesitant about violating the law limiting healthcare providers from sharing confidential medical records, but Gabrielian said she violated the law ""all the time,"" the Justice Department said. According to the indictment, Gabrielian told the agent Henry was a more valuable source for Russia because Henry had information on how the U.S. military establishes army hospitals in war conditions and about previous training the U.S. military had provided to Ukrainian personnel. A U.S. military service record provided to CBS News verified that Henry is currently assigned to Fort Bragg, N.C., as a staff internist with a rank of Major and has no combat deployments. The indictment said Henry holds a Secret-level security clearance, which allows access to information whose release would cause serious damage to national security. During their first meeting in a hotel room, the Justice Department said Gabrielian told the agent that if anything were to happen to her and Henry, she wanted their children ""to have a nice flight to Turkey to go on vacation because I don't want to end in jail here with my kids being hostages over my head.""",5.890167753001657,8.660324307141726,-2.770156554140069,1
2022-10-29,https://www.cbsnews.com/seattle/news/russia-invasion-ukraine-signs-unraveling/,More signs indicate Russia's invasion of Ukraine could be unraveling,"There are more and more signs that Russia's invasion of Ukraine could be unraveling. One of the most glaring setbacks in its war is its recent big call-up of more troops — a plan that doesn't appear to be working. Russia's mobilization has caused anger at home, forcing the old and inexperienced into uniform, with claims they're short of even basic equipment. The call-up followed weeks of embarrassing setbacks for Russian forces, as Ukraine has retaken swaths of its territory. And in the Russian-occupied city of Kherson, officials appointed by Moscow have evacuated civilians ahead of another expected Ukrainian counter-offensive. On Russian state TV, at times the tone seems close to despair. Russia miscalculated its strength and for eight straight months can't win in its war on Ukraine, said one commentator. Perhaps another sign of Russian desperation is its new tactic: targeting the Ukrainian power grid, which has led to blackouts in Ukraine — but no collapse in morale. As Russia's nuclear forces started annual drills this week, President Vladimir Putin repeated his government's allegation that Ukraine could detonate a radioactive device — a so-called ""dirty bomb."" Some fear Russia is planning a false-flag operation, staging an incident and blaming Ukraine, perhaps as a pretext for using a nuclear weapon. ""I'm not guaranteeing you that it's a false flag operation yet, don't know,"" said President Joe Biden. ""But it would be a serious, serious mistake."" Ukraine's defense minister told CBS News Russia is exhausted, and trying to force Ukraine and the West to negotiate. In a bizarre speech this week, Putin railed against the West, including gay pride parades and so-called cancel culture. But he also said that it would make no sense for Russia to use a nuclear weapon. Biden's response to that was: If he has no intention, why does he keep talking about it?",2.7093141200673037,2.3150408064886956,0.39427331357860806,3
