Date,URL,Title,Text,Topic
2022-01-03,https://www.foxnews.com/opinion/biden-foreign-policy-challenges-2022-james-jay-carafano,Biden's foreign policy challenges for 2022 – are he and his team up for the job?,"Dan Hoffman warns Russia, Iran and China pose an 'unprecedented' threat to U.S. national security under the Biden administration. It’s an American tradition: Overdo it ringing in the new year and wake up a splitting headache. And if you behaved responsibly? No need to feel left out. The big bad world out there promises to give us all plenty of headaches throughout 2022. There are the carry-over hot spots of course: the Korean , Crimea, Taiwan. Things could explode there almost any time. But trouble is brewing elsewhere, too, and not always in the places we’d most expect. Here are five problem areas to keep an eye on throughout the new year. 5 2021 Latin America, Leaning Left Peru, Honduras and now Chile have elected governments intent on making a hard left turn. For those countries, that can open the gates to economic malaise, Chinese encroachment and terrorism. And it could create a lot of headaches here, as well: increased drug smuggling, illegal immigration and crime. And, with national elections coming up in Brazil and Colombia, things could get worse. Russia’s bad boy is like a Vegas gambler playing a dozen slots at the same time. Unfortunately, the Southern Hemisphere’s lurch to the left comes at a time of weak leadership in Washington. The Biden administration has thus far proven inept at everything in Latin America, except insulting and degrading the few friendly and supportive regimes like Guatemala. Over the next year, adversarial regimes around the world will look at Latin America and Biden’s wide-open border and see a tempting and exposed flank ready to be exploited. Terminator Terrorists In places like Afghanistan, transnational terrorists have more and larger sanctuaries than they did in 2021. Afghanistan is but Exhibit A. And conciliatory moves by the Biden administration have only strengthened and emboldened the world’s number one sponsor of terrorism. Throw in that previously mentioned wide-open border, and it’s easy to see how another 9/11 can be in our not-so-distant future. Also be on the lookout for a new wrinkle in terrorist attacks: drones. They are now common coin in conflict zones everywhere. It’s only a matter of time before terrorists use them to target innocents. Out of Africa Thanks to its Belt and Road Initiative, China is already firmly established throughout Africa. Beijing’s malignant influence is exacerbating the continent’s long-standing problems of poor governance, lack of economic freedom and deteriorating public safety. All of this leads to oppression and instability. Mass migration, often triggered by the desire to escape armed conflict, is greater than ever. And the mass migration creates even more space and opportunity for terrorists, extremists and sophisticated criminal networks. This vicious cycle is not an ""over there"" problem. What is coming out of Africa is already impacting Europe, the Middle East and the Western Hemisphere. Putin Poker Russia’s bad boy is like a Vegas gambler playing a dozen slots at the same time. Everyone is watching Ukraine today, but Putin has chaos and mayhem in play in Moldova, Georgia, the Balkans and several other places as well. Odds are that Putin will wait until after the Beijing Olympics in February before rolling the dice on another serious assault on solidarity. But it’s a sucker’s bet to think we’ll go an entire year without Putin kicking up dust somewhere. White House Wilt How long can Biden limp along with the lethargic, inept team he has running national security and foreign policy? So far, the only personnel shake-ups he has made involve the Oval Office dog and a cat. With a domestic agenda on life support, a looming midterm election massacre and global problems galore, can Biden really afford to keep this lame team on the roster? Changes are well in order. But that raises the question: If Biden does bring in new people, will U.S. polices get better or worse?",22
2022-01-12,https://www.foxnews.com/world/senate-democrats-bill-sanctions-russian-aggression-ukraine-pipeline,Senate Democrats introduce bill with sanctions on Russian aggression against Ukraine,"Fox News reporter Amy Kellogg on U.S.-Russia talks as tensions grow over Ukraine Senate Democrats on Wednesday unveiled a bill to sanction Russia should it take any action over Ukraine in an effort to counter Sen. Ted Cruz’s own measure on the issue. The Biden administration has backed the newest bill, which includes measures to strengthen Ukraine’s border security and sanction top Russian officials – even President Vladimir Putin. ""This legislation makes it absolutely clear that the U.S. Senate will not stand idly by as the Kremlin threatens a re-invasion of Ukraine,"" Sen. Robert Menendez, D-N.J., the Democratic chairman of the Senate Foreign Relations Committee who introduced the bill, said in a statement. Committee chairman Sen. Bob Menendez, D-, questions Secretary of State Antony Blinken during a Senate Foreign Relations Committee hearing, Tuesday, Sept. 14, 2021 on Capitol Hill in Washington. Blinken was questioned about the Biden administration's handling of the U.S. withdraw from Afghanistan. Sen. Chris Van Hollen, D-Md., praised the measure as a way to ensure that Russia understands ""any further aggression against Ukraine will be met by severe penalties."" ""This bill makes crystal clear in advance that Putin and Russia will face punishing consequences if he makes the drastic miscalculation to invade Ukraine and further infringe on its sovereignty,"" Hollen said in a statement. The Washington Post wrote that the bill would impose ""sweeping"" sanctions against top Russian officials as well as key banking institutions if Russia attempted any hostile action against Ukraine. The bill would also target Russian companies that offer secure messaging systems, potentially compromising financial institutions even further. ""Putin need not collapse his entire economy nor does he need to sacrifice the lives of his own people in a futile attempt to rewrite the map of Europe,"" Menendez said. : Russian President Vladimir Putin gives a thumbs-up as he attends a foundation-laying ceremony for the third reactor of the Akkuyu nuclear plant in Turkey, via a video link in Moscow, Russia March 10, 2021. But the bill’s true purpose would be to serve as an alternative to Texas Senator Cruz’s bill, which would punish Russia over the activation of the Nord Stream 2 pipeline. Critics of the pipeline argue that it would lead to a greater European reliance on Russian resources, providing Putin with a stronger hand in any future negotiations. The Cruz bill would aim to punish companies linked to the Nord Stream 2 pipeline, which carries gas from Russia to Germany. Cruz agreed to release several Biden nominees in exchange for a vote on his bill, but some senators said that the administration made a persuasive argument that the Cruz bill could harm relations with a fledgling German administration at a critical time. , : ‘ ,’ German officials remain divided over the matter of the pipeline, with one official in December warning Russia of ""severe consequences"" to the pipeline if Russia attacked Ukraine while another official this week urged politicians to ""leave the behind us."" Kevin Keuhnert, the Secretary General of the Social Democratic Party , said discussion of any sanctions against Russia needed to remain separate from any issue regarding Nord Stream 2, according to Reuters. German Chancellor Olaf Scholz delivers a speech during a meeting of the German federal parliament, Bundestag, at the Reichstag building in Berlin, Germany, Wednesday, Dec. 15, 2021. ""Everything in me resists the idea of conflicts being conjured up just to bury a controversial project,"" Kuehnert said. Nord Stream 2’s activation appears a foregone conclusion after the Biden administration waived sanctions against the pipeline early in 2021. - ""These sanctions would do more harm than good,"" James Roberts, research fellow at the Heritage Foundation, told Fox News Digital. ""The Biden administration already capitulated to Russia a year ago when they allowed the Nord Stream 2 to go forward, which the Trump administration had blocked. That was the leverage that counted."" Roberts argued that as soon as the German public grows reliant on the pipeline, any attempt to shut it down will only prove damaging. And the sanctions aren’t likely to put Russia in any tight spot, despite the ongoing situation in Kazakhstan. ""In terms of that being something that would tie Putin’s hands? I don’t think so,"" Roberts said. ""Putin’s made real threats of war on the European continent for the first time since 1945, and he’s getting the attention that he’s apparently been seeking.""",13
2022-01-13,https://www.foxnews.com/politics/chief-of-naval-operations-says-continuing-resolutions-leave-force-less-ready-to-deal-with-threats-from-abroad,Chief of Naval Operations says continuing resolutions and inflation are damaging readiness,"Chief Of Naval Operations Admiral Michael M. Gilday issued a stark warning to lawmakers about the dangers of funding the military under continuing resolutions, testifying that the lack of a stable and predictable budget will harm the Navy's ability to confront adversaries, such as China and Russia. Part of the issue with continuing resolutions is inflation, which chips away at the Department of Defense's budget if spending levels fail to keep pace. That problem is even more pronounced this year, with the latest numbers showing inflation jumped to a nearly 40-year high last month. ""Back here, there is little evidence that we have grasped the reality that our security and way of life are being threatened, as we come before you four months into another to plead for steady, predictable funding,"" Gilday said in testimony to the House Appropriations Committee Subcommittee on Defense Wednesday. The U.S. Navy guided-missile destroyer Lassen. -19 Gilday told lawmakers that it is ""critical time for our country,"" pointing to the advances made by China and Russia and warning that the Navy will have a hard time keeping pace and could soon ""turn incremental gains into long-term strategic advantages."" At issue is the growing trend for Congress to pass continuing resolutions, a short-term measure that continues to temporarily fund the government at previous spending levels, instead of coming to an agreement on a full-year appropriations bill. While Congress passed and President Biden signed the fiscal 2022 Defense Authorization Act, that money must now be authorized by a full appropriations bill. But leaders in Washington have not been able to come to an agreement on a fiscal year 2022 budget, with Biden signing the second continuing resolution of the fiscal year to avoid a government shutdown last month. That continuing resolution funded the government through Feb. 18, but some worry that differences in Congress could open up the prospect of funding the government through continuing resolutions for the entire fiscal year. Such an approach would severely hamper military readiness, Department of Defense leaders such as Gilday have warned, effectively freezing funding levels and making it more difficult for the military to invest in future projects vital to national defense. U.S. Capitol building. /Jason Reed s -19 Association of the U.S. Navy Director Jason Beardsley told Fox News Wednesday that inflation and other rising costs make it difficult for the Navy to focus on long-term projects and training, saying that operating under continuing resolutions will undermine the Navy's ability to compete with ""near-peer"" rivals, such as China and Russia. Beardsley pointed to the Navy's goal of reaching 355 ships, a number Congress passed into law because it was identified as the amount needed to ""contain or compete"" with China. Yet operating under continuing resolutions means the Navy has to allocate its resources sparingly, leading to an inability to invest in future equipment and training. ""We're falling even further behind,"" Beardsley said. ""So that doesn't just stop us from investing forward, but it makes us compromise to keep up. So now we're keeping up with last year's mission, but we've lost more money."" Beardsley pointed to a spate of events that have plagued the Navy in recent years, including back-to-back incidents in 2017 that saw Navy ships collide with commercial vessels, arguing that training will continue to suffer if the Navy does not receive stable funding. Meantime, Air Force Chief of Staff Gen. Brown, Jr. warned lawmakers that another continuing resolution ""would stall much of the progress we are making towards today’s readiness and tomorrow’s modernization."" An Air Force Joint Strike Fighter is towed back to its hangar at Eglin Air Force Base, Fla. Brown also warned that money was not the only issue at hand, noting that the Air Force will never get back the time that could have been spent keeping pace with the country's military rivals. ""As much as a year-long Continuing Resolution affects our Air Force fiscally, the impact it has to our rate of change is more shattering,"" Brown said in his testimony. ""All the money in the world cannot buy more time; time is irrecoverable, and when you are working to keep pace against well-resourced and focused competitors, time matters.""",22
2022-01-18,https://www.foxnews.com/politics/senate-democrats-mcconnell-fake-hysteria-jim-crow-relic-filibuster-flip-flops,McConnell accuses Dems of 'fake hysteria' over 'Jim Crow relic' filibuster they used last week,"Arkansas Senator Tom Cotton explains that Republicans are defending the Constitution and the voices of all Americans. Senate Minority Leader Mitch McConnell Tuesday accused Democrats of pushing ""fake hysteria"" over the allegedly racist ""Jim Crow relic"" filibuster, which they defended for years and used as recently as last week. ""Let's spell this out,"" McConnell, R-Ky., said. ""Democrats want the American people to believe the filibuster was not a Jim Crow relic in 2005, was not even a Jim Crow relic in 2020, just miraculously became a Jim Crow relic in 2021, just briefly stopped being a Jim Crow relic last Thursday, but it's now back to being a Jim Crow relic this week."" McConnell was the first Republican to speak after Majority Leader Chuck Schumer, D-N.Y., opened floor debate on two major Democrat-backed election bills. Republicans are expected to oppose block those bills using the Senate's 60-vote filibuster threshold for legislation. Senate Minority Leader Mitch McConnell, a Republican from Kentucky, walks to the Senate floor at the U.S. Capitol in Washington, on Tuesday, Jan. 18, 2022. : ‘ ’ Schumer says he'll force a vote to change the filibuster if that happens. He says it's not fair Republicans can pass election laws via a simple majority on the state level but Democrats can't do the same in the Senate. But McConnell detailed several instances in which Democrats supported and used the Senate filibuster over a period of nearly two decades. He cited a letter from a conglomeration of left-leaning activist groups supporting the filibuster in 2005 – the same year Schumer himself made an impassioned defense of the practice. ‘ ’ : McConnell also said that Democrats used the filibuster repeatedly during former President Donald Trump's term, including on the 2020 police reform bill from Sen. Tim Scott, R-S.C., before denouncing it last year, and then suddenly taking advantage of a 60-vote threshold to block a bill for sanctions against Russia last week. Senate Majority Leader Chuck Schumer of N.Y., is seated before a Senate Rules and Administration Committee oversight hearing on the Jan. 6, 2021, attack on the Capitol on Wednesday, Jan. 5, 2022, in Washington. Schumer is going to push a vote to change the Senate filibuster that is almost guaranteed to fail. ""There were 55 votes to pass the bill,"" McConnell said of the legislation to impose sanctions on Russia's Nord Stream 2 pipeline. The bill had the support of 49 Republicans and six Democrats. ""But Democrats blocked it by denying 60,"" McConnell said. ""Many of the same colleagues have spent weeks thundering… that the Senate's 60-vote threshold is an offensive tool of obstruction, a Jim Crow relic, declaring that simple majorities should always get their way. But late last week they literally wielded the 60-vote threshold themselves,"" McConnell said. ""A useful reminder of just how fake, fake, the hysteria has been."" The Nord Stream 2 bill did not come up under the Senate's normal filibuster, which requires 60 votes to start or end debate on a bill before a simple-majority vote on passage. , Democrats agreed to allow a fast-track final passage vote on the bill, pushed by Sen. Ted Cruz, R-Texas, in exchange for Cruz's cooperation in confirming some presidential nominees. But Democrats set the threshold for Cruz's bill to pass at 60-votes, creating the same effect as a traditional filibuster. And they took advantage of it to block the legislation with a minority of senators. McConnell also attacked the election bills underlying Schumer's filibuster push as ""not in any way successors of the civil rights legislation from the mid-twentieth century."" Pipes for the Nord Stream 2 Baltic Sea gas pipeline are stored on the premises of the port of Mukran near Sassnitz, Germany, on Dec. 4, 2020. Democrats filibustered a bill to sanction individuals associated with the pipeline last week. ""Targeting Americans' online speech and sending government money to political campaigns is not about civil rights. It's about tilting the playing field,"" McConnell said Tuesday. ""Weakening wildly popular voter laws and making it harder to produce accurate voter rolls is not about making voting easier. It's about making cheating easier."" Schumer, meanwhile, says Republicans' votes on the election bills will mark their choice of ""which side they stand on: Protecting democracy or offering their implicit endorsement of Donald Trump's big lie."" And on the filibuster vote, which is almost certain to fail because Sens. Joe Manchin, D-W.Va., and Kyrsten Sinema, D-Ariz., oppose changing it, Schumer said he'll call the vote anyway. ""When this chamber confronts a question this important... you don't slide it off the table and say, ‘nevermind,’"" he said. ""Win, lose or draw members of this chamber were elected to debate and to vote... And the public is entitled to know where each senator stands on an issue as sacrosanct as defending our democracy.""",13
2022-01-18,https://www.foxnews.com/politics/senators-meet-ukraine-reaffirm-us-united-against-putins-belligerence,Senators meet in Ukraine to reaffirm US is united against ‘Putin’s belligerence’,"Former Station Chief Dan Hoffman, Hudson Institute Senior Fellow Rebecca Heinrichs, and Senior Fellow at The Gatestone Institute Gordan Chang on the potential conflict. A bipartisan group of senators concluded a trip to Ukraine Tuesday after meeting with President Volodymyr Zelensky and other top officials to reaffirm U.S. support of the former Soviet nation following stalled talks with Russia last week. Sen. Rob Portman, R-Ohio, and Sen. Jeanne Shaheen, D-N.H., chair of the Senate Foreign Relations Subcommittee on Europe and Regional Security Cooperation, led the delegation to show that the U.S. is ""united across party lines in support of Ukraine against Putin’s belligerence,"" Shaheen said Tuesday. Shaheen said lawmakers will look to forge a ""path forward in Congress to respond to the political situation in Ukraine and Eastern Europe that safeguards Ukraine’s territorial integrity, Europe’s energy security and broader regional stability."" ""Efforts are underway to enhance our laws that will empower the Biden administration with tools to work with our allies to prepare penalties for Putin amid his provocations, and increase aid to Ukraine,"" she said in a statement shared with Fox News. Though lawmakers appear united in their opposition to Russian aggression against Ukraine, achieving a bipartisan method to counter the Kremlin already has senators divided. The Senate failed to pass a bill led by Sen. Ted Cruz, R-Texas, last week that would have slapped sanctions on the Nord Stream 2 Pipeline – which is set to run oil from Russia into Europe through Germany. Sen. Jeanne Shaheen speaks during a Senate Foreign Relations Committee hearing. A separate bill led by Sen. Robert Menendez, D-N.J., has instead garnered sweeping support in his party. It would impose sanctions on the Russian banking system and top officials in the government and military should Putin violate Ukrainian sovereignty. Shaheen, who had previously backed sanctions on the major Russian pipeline, voted against Cruz’s bill and instead has backed Menendez’s Defending Ukraine Sovereignty Act. ""I’ve led action over the years to stop the pipeline, including my partnership with Sen. Cruz on sanctions that were included in the fiscal year 2021 defense bill and led to a halt in construction of the pipeline,"" she said following her vote Thursday. : '- ' But the subcommittee chair said Cruz’s latest legislation would ""undermine diplomacy at work and risk obstructing Senate business."" It is unclear if Menendez’s bill – which received backing from Connecticut Democrats Sens. Chris Murphy and Richard Blumenthal, who also traveled to Kyiv – will garner enough support to push it through the upper chamber. Sen. Richard Blumenthal gives a briefing after meeting with Ukrainian President Volodymyr Zelensky in Kyiv, Ukraine, Monday, Jan. 17, 2022. But senators from across the aisle said the trip to Ukraine showed their resolve to assist Ukraine as Russia continues to mount an aggressive front on their border. Portman said the recent passage of the National Defense Authorization Act for fiscal year 2022 increased its support for the Ukraine Security Assistance Initiative from $250 million in 2021 to $300 million this year – $75 million of which was ""specifically designated for lethal assistance."" ""America should be encouraged by Ukraine’s determination to remain free and independent,"" the Republican senator said. ""A sovereign and democratic Ukraine is not just good for the people of Ukraine, it is important to the stability of Europe and provides a beacon of hope to millions of others who wish for that same freedom."" Sen. Amy Klobuchar, D-Minn., echoed Portman’s comments in a statement to Fox News and said, ""We stand with the brave people of Ukraine."" ""At a moment of political division in Washington, we instead chose to travel to Ukraine in unity,"" she said. ""The U.S. administration – from the Secretary of State to the President himself – has pledged to help this country. Our message is that there will be consequences if Vladimir Putin chooses to violate the sanctity of this democracy.""",13
2022-01-19,https://www.foxnews.com/politics/gop-high-time-bloody-putins-nose-unified-action,"GOP senators say it's high time to ‘bloody’ Putin’s nose, call for unified action","Senators on Wednesday called on , the Biden administration and their Democratic colleagues to take decisive action to counter Russian President Vladimir Putin’s apparent threat to invade Ukraine. ""As of yet no one has given Vladimir Putin a bloody nose,"" Sen. Roger Wicker, R-Miss., told reporters, acknowledging Putin’s previous invasions of Georgia in 2008 and Ukraine in 2014. ""I think the alliance, our friends in and a bipartisan majority are prepared to assist Ukraine in making sure that if it happens this time Vladimir Putin will get a bloody nose,"" he added. Sen. Roger Wicker, R-Miss., center, accompanied by Sen. Rick Scott, R-Fla., Sen. Rob Portman, R-Ohio, and Sen. Jim Inhofe, R-Okla. speaks during the Senate Armed Services and Senate Foreign Relations news conference on Capitol Hill in Washington, Wednesday, Jan. 19, 2022. Lawmakers struck a hard tone in their calls on the administration to enforce sanctions on the Nord Stream 2 pipeline and aid Ukraine with defensive military aid ahead of any Russian invasion. However, they remain divided on whether sanctions on the pipeline should be enforced as a warning to Putin now or after an invasion of its former soviet nation has already been carried out. The calls for assertive action have come after talks with Russia stalled last week and Russia continues to amass troops along Ukraine’s border. Putin has argued the troop buildup is a security precaution and claimed that permitting Ukraine membership would allow the 30-nation alliance strike weapons systems and bases in the former Soviet nation. The U.S. and have refused to oblige Putin’s demands but have called for a diplomatic path to avoid a potential war in Eastern Europe. ‘’S ’ The United Kingdom delivered short-range anti-tank missiles to Ukraine Tuesday – a move lawmakers applauded and called on the Biden administration to increasingly emulate. Senators met with President Biden Wednesday morning in a closed session to discuss the bipartisan coalition following its return from Kyiv this week. Republican Sens. Deb Fischer, Tom Cotton, Rick Scott, Mike Rounds and Roger Wicker join other Republican members of the Senate Armed Services Committee and the Foreign Relations Committee to speak about tension between Russian and Ukraine, on Capitol Hill Jan. 19, 2022, in Washington, D.C. Sen. Kevin Cramer, R-N.D., described the White House meeting as an ""instructive and construction discussion."" ""I don’t think we surprised the president or Mr. Sullivan or anybody in the administration with what we said. Quite honestly we listened as much as we spoke,"" he told Fox News Digital. ""We want to have strong bipartisan sanctions,"" he continued. ""But…enough has been done to punch back a little bit. Right now Vladimir Putin is saying ‘thank you Mr. President but words are cheap’ and it's time to demonstrate some action."" Republican Sens. Todd Young, John Cornyn, Kevin Cramer and Foreign Relations Committee Ranking Member Jim Risch listen while Republican members of the Senate Armed Services Committee and the Foreign Relations Committee speak. Cramer said Biden ""raised an important point"" and argued that sanctions are not as simple as slapping a fine on Russia; there will be a spill-over effect that will impact U.S. allies and exporters. ""We have to be thoughtful about it, we have to be committed to it, we have to be clear about it,"" Cramer said. Cramer along with several of his colleagues told reporters that party disagreements about sanctions should not be interpreted by Putin as ""disunity in our resolve to stand with the people of Ukraine and to stand with freedom.""",13
2022-01-19,https://www.foxnews.com/media/hannity-biden-news-conference-worst-president-modern-history,Hannity: Biden might be the 'worst president in modern American history',"Sean Hannity reacts to President Biden's press conference in the opening monologue of 'Hannity.' Sean Hannity excoriated President Biden's ""blatant lies"" from his press conference Wednesday in the opening monologue of ""Hannity."" ""Our enemies are watching this,"" Hannity said. ""It's scary, it's troubling."" 'S : ' ' He continued on Biden's performance in front of the press corps: ""You know, Vladimir Putin, President Xi, the mullahs in Iran. In fact, Putin is now amassing troops at the border of Ukraine, ready to attack, cause a massive war in Europe. Putin likely thinks Biden is too weak to respond."" President Joe Biden. Russian President Vladimir Putin. President Joe Biden. Biden asked what Republicans stand for Wednesday. ""Joe isn't particularly familiar with any … [Republican] … beliefs because Joe doesn't actually talk to any Republicans or conservatives, and he doesn't reach across the aisle,"" Hannity said. ""Republicans were pushed out of any negotiation with Build Back Better or Build Back Broke, as I call it. … Instead, he's hiding away at the White House and spending 25 percent of his time at the beach somewhere in Delaware, all while his socialist handlers are fundamentally trying to transform this country into a Green New Deal socialist utopia with the slimmest of majorities in the House and the Senate."" ""So I guess congratulations, Joey,"" he concluded, saying Biden ""might be the worst president in modern American history"" whether he's aware of it or not.",9
2022-01-20,https://www.foxnews.com/politics/house-conservatives-biden-first-year-foreign-policy,House conservatives grade Biden an 'F' on first year of foreign policy,"Fox News State Department correspondent Benjamin Hall reports from Kyiv ahead of Secretary of State Antony Blinken’s meeting with Russian Foreign Minister. : House conservatives issued a report card Thursday that gave President Biden straight ""F""s for foreign policy during his first year in office. The Republican Study Committee graded Biden on China, Russia, Iran and Afghanistan, awarding Biden failing grades on all fronts and one F- for his deadly withdrawal from Afghanistan. ’S ‘’ ""The world is more chaotic and dangerous today than one year ago when President Trump held office,"" the Republican Study Committee report states. The report is the latest effort by Republicans to draw attention to Biden's one-year anniversary in office and to criticize what they say are a series of foreign policy blunders that have empowered adversaries and abandoned U.S. interests and security. President Joe Biden gestures during a news conference in the East Room of the White House, on Jan. 19, 2022, in Washington. The cheeky report card – presented like a first-grader's progress report from a teacher – was first released to Fox News Digital. It's accompanied by 13 pages of explanation of why the is giving Biden failing grades as well as three dozen letters House Republicans have written to the Biden administration seeking answers on foreign policy actions. ""Just one year ago, the Trump Administration left us a far more peaceful world,"" the report reads. ""It fostered American leadership and peace through strength. …. President Biden has brought about a reality of war through weakness."" The report faults Biden for a range of problems in the world. Among them: China is ""rapidly developing its military abilities"" and pressuring Taiwan. Russia is now readying on an invasion of Ukraine. Iran is ""closer than ever before to obtaining a nuclear weapon."" And the Taliban swiftly took control of Afghanistan after Biden withdrew U.S. troops this summer in a chaotic exit. Rep. Jim Banks, R-Ind., does a television interview in the Capitol on Sept. 27, 2017. The is the largest caucus of House conservatives and is led by Rep. Jim Banks, R-Ind. For his part, Biden defended his foreign policy actions during a lengthy news conference Wednesday, including his administration's efforts to reenter the Iran nuclear deal, saying ""it's not time to give up."" He raised eyebrows when he warned President Vladimir Putin would pay a ""dear price"" if Russia invaded Ukraine, but also signaled a ""minor incursion"" would elicit a lesser response. Biden stood by his decision to pull U.S. troops out of Afghanistan and finally end the war that led to the death of about 2,300 U.S. troops. ""There was no way to get out of Afghanistan after 20 years easily. Not possible, no matter when you did it,"" Biden said. ""And I make no apologies for what I did.""",9
2022-01-20,https://www.foxnews.com/media/dan-crenshaw-biden-russia-ukraine-putin-incursion,Dan Crenshaw: Biden failed to deter Putin and is 'inviting conflict' in Ukraine,"Rep. Dan Crenshaw, R-Texas., on how the Biden administration failed to de-escalate growing tensions as a Russian invasion into Ukraine becomes more likely Rep. Dan Crenshaw, R-Texas., joined ‘Fox & Friends’ Thursday to discuss what he sees as the failure of the Biden administration in handling the Russia-Ukraine conflict. The White House clarified its position Wednesday night after Biden made a comment about a ""minor incursion"" by Russia that critics interpreted as a potential green light for Russia to invade. 'S . : To prevent war, you need deterrence. You need clear costs and consequences for actions. You do not prevent war by allowing authoritarians to take one bite at a time, keep poking you until you'll give in just a little bit more, just a little bit more. We've seen the consequences of that over the centuries. This is just the most recent of a long list of failures to engage in that deterrence properly. I mean, the last example was in Afghanistan, of course, because Biden proved to the world, we weren't willing to stand up for our allies. We were willing to abandon them. We weren't even willing to stand up for our interests, even at a low cost. And over the last few years, by the way, we've been we've been decreasing our numbers in Germany, our troop numbers. So there's less and less deterrence. We have European allies that won't invest in their own security. The only one who stood up to them was Donald Trump. And guess what? There were no incursions in any territories during Donald Trump's presidency. There's a reason for that. Very simple elements of deterrence were actually enforced. And on top of that, Europeans are not willing to commit to the sanctions and economic retaliation necessary against Russia. Should they do this incursion, at least our administration is talking about that. But you also need the Europeans on board. So I hope Secretary Blinken can go there this week and make that happen. There needs to be clear consequences for what they do because we've failed to deter and now you're inviting conflict. It's a very bad situation and we've left ourselves without many options as a result.",0
2022-01-20,https://www.foxnews.com/politics/former-obama-official-rejects-bidens-claim-fox-news-reporters-question-putin-stupid,Former Obama official rejects Biden's claim that Fox News reporter's question on Putin was 'stupid',"Former White House Press Secretary Ari Fleischer on President Biden’s position on Ukraine after an earlier press conference caused some confusion. A former member of the Obama administration pushed back after President Biden brushed aside a question from a Fox News reporter about allowing Russian President Vladimir Putin to make the first move in Ukraine and called it ""stupid."" ""It isn't a stupid question,"" former Obama Director of Global Engagement Brett Bruen tweeted Thursday. ""It's a really important one. We continue to allow Putin to set the terms, timeline, & trajectory of this crisis. It's time we stop being so reactive & start creating some of our own conditions."" President Biden meets with members of the Infrastructure Implementation Task Force to discuss the Bipartisan Infrastructure Law, in the Cabinet Room at the White House in Washington, Thursday, Jan. 20, 2022. . 'D ' ' Earlier in the day, Fox News White House Correspondent Jacqui Heinrich asked the president, ""Why are you waiting on Putin to make the first move, sir?"" ""What a stupid question,"" the president muttered under his breath without providing a direct answer. Fox News reached out to the White House for comment on Bruen’s tweet and received a response from White House Deputy Press Secretary Andy Bates that simply said, ""Who?"" U.S. President Joe Biden holds a formal news conference in the East Room of the White House, in Washington, D.C., U.S., January 19, 2022. /Kevin Lamarque On the campaign trail, Biden consistently criticized President Trump for attacking the press and waging an ""all out assault"" on the media. Additionally, the president said last year he informed his staff they would be fired ""on the spot"" if they ever ""disrespect"" or ""talk down"" to one another. Biden sparked controversy on Wednesday when he told reporters at a marathon press conference that Russia would be held accountable if it were to invade Ukraine, but seemed to include a caveat when he went further and said it depends on the actions Moscow takes. A ? ""It’s one thing if it’s a minor incursion and we end up having to fight about what to do and not to do,"" he said. Some, including many Republicans, saw the comment as giving Russian President Putin permission to invade and White House Press Secretary Jen Psaki issued a clarification following the conclusion of the press conference. ""If any Russian military forces move across the Ukrainian border, that’s a renewed invasion, and it will be met with a swift, severe, and united response from the United States and our Allies,"" the statement read. Biden’s comment drew a critical response from Ukranian President Volodymyr Zelensky who tweeted, ""We want to remind the great powers that there are no minor incursions and small nations. Just as there are no minor casualties and little grief from the loss of loved ones."" , : Russian President Vladimir Putin enters the hall to address Tokyo 2020 Paralympic medalists during the meeting at the Grand Kremlin Palace, on September 13, 2021, in Moscow, Russia. Russia continues to try and pressure the U.S. with vague threats ahead of possible conflict with Ukraine as tensions continue to escalate after disappointing security talks between the two nations. The new year started with a wet blanket after the U.S. and Russia walked away from security talks with no progress. Russia did not wait long to start escalating tensions again. Russia moved more troops to the border Wednesday as it also cautioned the U.S. against attempting to admit Ukraine into , which would provide greater cover for the country against its aggressive neighbor. Fox News’ Edmund DeMarche and Peter Aitken contributed to this report",9
